Delta Energy,Theta Energy,Alpha Energy,Beta Energy,Delta Relative Power,Theta Relative Power,Alpha Relative Power,Beta Relative Power,Beta-Theta Ratio,Slow-Fast Ratio,Beta-Delta Theta Ratio,Spectral Slope,Entropy,SEF95,Hjorth Mobility,Hjorth Complexity,Mean,Standard Deviation,Variance,Alpha-Beta Ratio,Delta-Theta Ratio,Delta-Alpha Ratio,Delta-Beta Ratio,Theta-Alpha Ratio,Theta-Beta Ratio,Peak Frequency,Spectral Centroid,label
0.604197585,0.608825648,0.167081765,1.333388351,0.222664111,0.224369685,0.061574415,0.491391789,2.190098848,0.453129492,1.09922738,-6.810746755,2.903534341,26,0.124718773,2.124763496,-0.213327845,2.403296747,5.775835252,0.125306153,0.992398377,3.616179087,0.453129492,3.643878476,0.456600395,1,10.10370903,1
0.573260871,0.780680215,0.788878938,1.506529566,0.157085765,0.21392311,0.216169736,0.412821389,1.929765269,0.380517505,1.112699497,-6.887455228,3.045064773,23,0.162089196,1.611348642,-0.792339447,2.197909089,4.830804362,0.523639864,0.734309465,0.726677877,0.380517505,0.989607122,0.518197739,17,11.0534883,1
1.594728805,0.773487337,0.487881354,2.476896134,0.299030698,0.145038114,0.091483581,0.464447608,3.202245227,0.643841614,1.045891078,-6.997302191,2.910936867,24,0.146076532,1.772708821,0.123021209,2.51862192,6.343456376,0.196972876,2.061738736,3.268681602,0.643841614,1.58540049,0.312280893,1,8.80565466,1
1.144793434,0.483028314,0.39456132,1.651336924,0.311616954,0.131482071,0.107401032,0.449499942,3.418716621,0.69325249,1.014445793,-6.910210726,2.964828371,25,0.153622819,1.720996526,0.193310855,2.404346496,5.780882073,0.238934474,2.37003381,2.901433507,0.69325249,1.224216083,0.292507426,2,10.24944905,1
0.4498553,1.598743883,0.384366124,1.061194506,0.128744913,0.457547442,0.110002445,0.3037052,0.663767672,0.423914087,0.518009826,-6.783543401,2.809073912,24,0.168510615,1.52485317,0.116424583,1.968949369,3.876761619,0.362201389,0.281380467,1.170382277,0.423914087,4.159429726,1.506551226,5,9.135589002,1
1.013676459,0.949570663,0.547535284,0.807827935,0.305452088,0.286135028,0.164989326,0.243423557,0.850729668,1.254817289,0.41147542,-6.831006239,2.785052117,22,0.125904902,1.861353758,-0.07609225,2.117094341,4.482088449,0.677787014,1.067510295,1.851344542,1.254817289,1.734263876,1.175461534,2,7.643395071,1
1.316693797,1.286079271,0.404021245,0.93845021,0.333742,0.325982145,0.102407149,0.237868706,0.729698574,1.403051311,0.36055783,-6.814504591,2.64645837,24,0.117210992,2.146708631,-0.402382484,2.308809983,5.330603536,0.430519638,1.023804541,3.258971686,1.403051311,3.18319714,1.370428881,7,7.606416017,1
1.025238405,0.721822973,0.508909547,0.931019193,0.32169488,0.226490496,0.15968344,0.292131183,1.289816517,1.101200074,0.53290583,-6.815433906,2.816203661,23,0.121220546,2.172216676,-0.16931543,2.242514817,5.028872704,0.546615527,1.420346045,2.014578841,1.101200074,1.418371846,0.775304073,4,7.466471914,1
6.205181507,1.135978349,0.187387612,0.541470649,0.768917915,0.140765279,0.023220222,0.067096584,0.476655782,11.45986679,0.073758188,-6.81797768,1.909773307,15,0.096570417,2.634263901,1.251804034,2.8987837,8.40294694,0.346071597,5.462411773,33.11415009,11.45986679,6.062184885,2.097950003,2,3.877267798,1
2.161565814,0.236354424,0.533901541,0.960463795,0.555346151,0.060723814,0.13716916,0.246760875,4.063659063,2.250543773,0.400540343,-6.732131577,1.819645102,21,0.073979551,3.613777364,0.051845034,3.503968944,12.27779836,0.555878883,9.145442599,4.048622539,2.250543773,0.442692904,0.246083637,1,5.1876647,1
1.000912696,0.600817074,0.101031347,0.874867013,0.38830764,0.233089121,0.03919547,0.339407769,1.456128747,1.144074107,0.546201381,-6.650560156,2.664258738,27,0.121602479,2.26295638,-1.763726948,2.05530653,4.224284934,0.115481948,1.665919195,9.906951911,1.144074107,5.946838203,0.686752461,1,7.464920389,1
0.992022587,2.044579425,0.578279281,0.792941625,0.225059537,0.463852442,0.131193855,0.179894165,0.387826276,1.251066353,0.261127939,-6.783962428,2.482617311,21,0.078151547,3.275069308,1.213244011,4.009570943,16.07665915,0.729283547,0.485196405,1.715473163,1.251066353,3.535626285,2.578474078,7,7.145795593,1
20.74679643,4.64560242,1.448576212,1.348199321,0.735984536,0.164800939,0.051387678,0.047826847,0.290209794,15.38852312,0.053094602,-7.314029015,2.004822717,11,0.079489903,2.87107861,1.272717532,4.736826039,22.43752092,1.07445256,4.465900125,14.32219876,15.38852312,3.207012776,3.445783088,2,3.78003842,1
3.812873914,0.456598019,0.274765242,1.233753513,0.659896168,0.079023668,0.04755377,0.213526393,2.702056212,3.090466511,0.288970986,-6.868636741,2.18401346,20,0.101916038,2.22044234,-1.013177824,3.31108741,10.96329984,0.222706756,8.350614231,13.87684222,3.090466511,1.661775031,0.370088526,2,4.954488233,1
0.869619542,0.66826438,0.368136744,1.354997902,0.266671141,0.204925046,0.11289011,0.415513703,2.027637478,0.641786634,0.881079438,-6.696973789,2.736850308,21,0.129451297,1.984900265,-0.909052259,2.241363995,5.023712559,0.271688055,1.301310632,2.36221881,0.641786634,1.815261286,0.493184808,4,8.7879373,1
1.004864058,0.877717006,1.558118661,1.264106703,0.213582445,0.186557517,0.331175934,0.268684105,1.440221273,0.794920283,0.67147531,-7.01548654,2.995604113,25,0.136456069,1.976834033,-0.158523711,2.551922753,6.512309738,1.232584763,1.144861101,0.644921393,0.794920283,0.563318461,0.694337751,11,10.10424883,1
1.094715928,0.384631236,0.311552892,2.130212126,0.279185057,0.098092383,0.079455236,0.543267325,5.538323267,0.513899961,1.439967694,-6.88426846,2.819818544,26,0.140091803,1.942106789,1.883805798,2.717720528,7.386004871,0.146254398,2.84614411,3.513740224,0.513899961,1.234561599,0.180560063,1,10.21727196,1
12.00706172,3.766076937,0.734476049,1.073447745,0.682954273,0.214212136,0.041776545,0.061057046,0.285030753,11.18551115,0.068055431,-7.185640242,1.978479846,12,0.069623827,3.573306594,-0.363590535,5.579311248,31.128714,0.684221521,3.188214666,16.34779205,11.18551115,5.127569428,3.508393355,1,3.597965877,1
2.485360129,4.437292725,0.596673269,1.259917408,0.283095021,0.505429962,0.067964087,0.14351093,0.283938312,1.972637345,0.181999218,-7.141019736,2.393353754,20,0.073517606,3.406798504,-2.171611077,5.133342024,26.35120034,0.473581256,0.560107318,4.165361949,1.972637345,7.436721163,3.521891751,1,5.616408708,1
4.698372884,3.11350088,0.550511741,0.798345263,0.512881887,0.339874728,0.060094741,0.087148644,0.256414015,5.885139055,0.102196385,-7.158168834,2.248236406,15,0.087795174,3.103419144,1.193000361,3.801127084,14.44856711,0.689565989,1.509032137,8.534555278,5.885139055,5.655648459,3.899942826,1,3.849620552,1
1.864770724,1.354744199,0.581836877,0.841743854,0.401622293,0.291776069,0.125312274,0.181289363,0.621330473,2.215366012,0.261450521,-6.986150472,2.695001257,23,0.086035129,3.030785773,0.977580798,3.649795021,13.32100369,0.691227948,1.376474412,3.204971701,2.215366012,2.328391777,1.60944947,2,6.682755588,1
3.07040762,0.717136241,1.357453877,0.674305743,0.527624591,0.123234034,0.233267414,0.115873961,0.940275647,4.553435368,0.178032458,-6.919048946,2.364066648,20,0.105396843,2.391204981,-1.17936772,2.850472586,8.125193961,2.013113326,4.281484387,2.261887252,4.553435368,0.528295107,1.06351792,2,6.209116439,1
3.634002971,1.803142111,0.316398764,1.380366725,0.509398448,0.252756478,0.044351378,0.193493696,0.765534073,2.632635882,0.253877118,-6.891496665,2.339877761,23,0.104874148,2.4581008,0.155198449,3.201182627,10.24757021,0.229213555,2.01537247,11.48551568,2.632635882,5.698954338,1.306277585,1,5.790138687,1
1.865585703,0.72375698,0.851959341,1.119964616,0.409006061,0.158674561,0.186781306,0.245538072,1.547431868,1.665754146,0.432528542,-6.967212277,2.443419563,23,0.107469981,2.492952911,0.274570573,3.134307305,9.823882285,0.760702016,2.577641051,2.18975908,1.665754146,0.849520564,0.646232006,1,6.694984103,1
1.989384553,0.599130778,0.120389604,0.981237028,0.539107864,0.162359818,0.032624654,0.265907664,1.637767685,2.027425073,0.379073292,-6.753652639,2.209035479,21,0.130863001,2.109305019,-0.27295248,2.313382957,5.351740708,0.122691665,3.320451267,16.52455427,2.027425073,4.976598945,0.610587209,1,5.795065515,1
1.573842798,0.174115277,0.121726806,1.266021336,0.501910157,0.055526655,0.038819582,0.403743606,7.271167474,1.243140818,0.72428587,-6.680051261,2.558289763,25,0.15629507,1.82257382,1.186832519,2.012039279,4.04830206,0.096149095,9.039085079,12.92930334,1.243140818,1.430377436,0.137529496,1,8.528707783,1
15.10768443,4.070619745,0.705776365,1.017708997,0.722793826,0.19474982,0.033766313,0.048690041,0.250013281,14.84479795,0.053065641,-7.131654738,1.990290583,10,0.077255015,3.259899737,-0.762513141,4.320412595,18.66596499,0.693495259,3.711396637,21.40576702,14.84479795,5.767577308,3.999787519,2,3.436713207,1
7.347695118,2.769674066,0.393343519,1.568843717,0.608275243,0.229286074,0.032562745,0.129875938,0.566436223,4.683509923,0.155064394,-7.096682029,2.191598974,18,0.065311322,3.584588705,-0.135946188,5.154677565,26.5707008,0.250721927,2.652909671,18.68009706,4.683509923,7.041361891,1.765423819,3,4.379844049,1
9.625246728,1.632833324,0.733764384,1.207973513,0.729195415,0.1237012,0.055588978,0.091514407,0.739802094,7.968094189,0.107298359,-7.055534938,1.706893629,14,0.05858486,4.081231348,0.372752363,6.084456643,37.02061264,0.607434167,5.894812769,13.11762595,7.968094189,2.225282882,1.351712854,1,3.340601825,1
27.400582,2.190680965,0.385827614,1.323615986,0.875398194,0.069988227,0.012326483,0.042287096,0.604202988,20.70130785,0.044729959,-7.083227148,1.538182221,9,0.062140466,3.797858105,-0.954255651,5.672645789,32.17891025,0.29149513,12.50779207,71.01767995,20.70130785,5.677875005,1.655072913,2,2.929448663,1
1.212663425,0.695760997,0.512974747,0.891978805,0.365990066,0.209985399,0.154819266,0.269205268,1.282018981,1.359520448,0.467390165,-6.799431534,2.710839789,23,0.099984391,2.566779157,0.100017709,2.922546929,8.541280554,0.575097462,1.74293102,2.363982695,1.359520448,1.356326021,0.780019652,1,7.470551312,1
1.894967809,0.147904018,0.250697598,0.788428674,0.614850415,0.047989652,0.081342554,0.255817378,5.330677871,2.403473988,0.385941332,-6.680341966,2.367539066,21,0.131146914,1.94374167,0.66152622,1.881229139,3.539023074,0.317971183,12.8121456,7.558779276,2.403473988,0.589969823,0.187593403,2,6.210254977,1
1.229084005,0.982586806,0.155159243,0.649767003,0.407440564,0.325726899,0.05143519,0.215397347,0.661282035,1.89157652,0.293790106,-6.727247249,2.507185683,22,0.107100266,2.362690251,-0.025970854,2.251658707,5.069966933,0.238792125,1.250865571,7.921435948,1.89157652,6.332763595,1.512214073,1,6.308493088,1
0.528759572,0.188284787,1.002980449,0.69105437,0.219304109,0.078091499,0.415988184,0.286616208,3.67026131,0.765149017,0.963754001,-6.724039771,2.884047183,24,0.143453775,1.894226212,-0.846155378,1.827279642,3.338950892,1.451377044,2.808296833,0.527188314,0.765149017,0.187725282,0.272460164,1,9.502479026,1
1.277937634,0.427925999,0.731272023,0.392774545,0.451582398,0.151215399,0.258408208,0.138793996,0.917856231,3.253616233,0.230249674,-6.754617155,2.693563297,22,0.124923724,2.256601141,0.150442737,1.910905052,3.651558119,1.861811141,2.986351933,1.74755439,3.253616233,0.585180323,1.089495246,2,6.478747575,1
2.721216215,1.090807401,0.33301336,0.620519991,0.571017456,0.228894001,0.069879211,0.130209332,0.568863019,4.385380414,0.162779682,-6.787529499,2.32357869,22,0.113484151,2.363858625,0.604648172,2.18439396,4.771576973,0.536668221,2.494680741,8.171492627,4.385380414,3.275566485,1.757892439,2,5.565127454,1
0.477160421,0.450852061,0.471237185,0.992756372,0.199481278,0.188482827,0.197005015,0.41503088,2.201955938,0.480642013,1.069766185,-6.836803534,3.005539707,28,0.105448279,2.450011225,0.223129145,3.114494294,9.700074706,0.474675558,1.058352534,1.012569544,0.480642013,0.956741266,0.454141694,7,10.55039959,1
10.51951945,2.913595165,1.709148112,1.240613176,0.642104568,0.177843938,0.10432528,0.075726215,0.425801495,8.479290442,0.092354842,-7.155174438,2.248086294,15,0.097847966,2.662916755,-0.502178347,3.435073719,11.79973146,1.377664001,3.610494544,6.154831973,8.479290442,1.704706072,2.348512188,2,4.254311754,1
0.527741589,0.265413004,0.765645661,0.70984546,0.232624066,0.116991826,0.337490185,0.312893924,2.6744939,0.743459836,0.894964823,-6.727721851,2.867381177,26,0.089213588,2.969589382,0.431537352,3.720671988,13.84340004,1.078608943,1.988378797,0.689276536,0.743459836,0.346652528,0.373902517,2,10.54724608,1
9.30550087,2.362018713,0.588099794,1.543825124,0.674338802,0.171167666,0.042617643,0.111875889,0.653604104,6.027561492,0.132318194,-7.087475035,2.229444697,18,0.098808969,2.631353826,0.241190035,3.424121767,11.72460988,0.380936795,3.939638928,15.8229963,6.027561492,4.016356979,1.529978154,2,4.119563374,1
0.635413294,0.655609333,0.499951617,0.964137042,0.230630718,0.237961108,0.181463311,0.349944863,1.470596884,0.659048731,0.746801041,-6.77093537,2.99021639,25,0.157936812,1.613764111,-0.905037715,1.888610753,3.566850577,0.518548293,0.969195009,1.270949572,0.659048731,1.31134556,0.679996001,4,9.678899057,1
1.096554575,0.205972572,1.62068758,1.226930186,0.264220792,0.049630212,0.390513491,0.295635505,5.956764901,0.893738363,0.941961316,-6.749835602,2.636389044,20,0.14628849,1.689614988,0.422581581,2.051400613,4.208244475,1.320928932,5.32378931,0.67659837,0.893738363,0.127089622,0.167876359,1,9.29118624,1
1.538726468,0.193677314,0.40684428,0.894456064,0.507210461,0.06384186,0.134108095,0.294839585,4.618279988,1.720292957,0.516309231,-6.748715346,2.372381361,22,0.113965933,2.141697959,0.024303301,2.516712917,6.333843909,0.45485105,7.944794538,3.782101761,1.720292957,0.476047775,0.21653083,1,6.542027215,1
9.481532067,1.991347389,1.005672662,1.070408774,0.699797729,0.146974178,0.074225077,0.079003016,0.537529906,8.857860939,0.093299052,-7.172770317,2.164362137,17,0.09385006,3.002518837,-0.781225198,3.941406353,15.53468404,0.939522066,4.761365155,9.428049924,8.857860939,1.980114866,1.860361609,2,3.894067145,1
5.795728051,2.541226265,0.395857556,1.167051246,0.58543517,0.256693071,0.039986165,0.117885594,0.459247278,4.96612987,0.139985323,-7.107473835,2.360943508,17,0.097610305,2.987459086,0.192241415,3.663626996,13.42216277,0.339194665,2.280681626,14.64094333,4.96612987,6.419547194,2.17747616,1,4.454733824,1
2.376048024,0.722821292,0.172191699,1.959166009,0.454291566,0.138200749,0.032922414,0.374585271,2.710443136,1.212785447,0.632219629,-6.99461392,2.673836789,23,0.134899321,2.071741761,0.493962822,2.418794887,5.850568706,0.087890306,3.287185991,13.79885344,1.212785447,4.197770821,0.368943361,1,7.296560814,1
1.726451504,0.305530969,0.508183172,1.322037681,0.44701207,0.079107945,0.131578565,0.34230142,4.327016946,1.305901888,0.650614707,-6.913431515,2.755376562,27,0.144255995,1.922150036,-0.011476409,2.791102844,7.790255084,0.384393863,5.6506596,3.397301603,1.305901888,0.60122213,0.231106097,2,8.640532907,1
1.157668691,0.647451645,0.692710623,1.831336454,0.267411394,0.149555696,0.160010126,0.423022784,2.828530079,0.632144186,1.014523196,-6.960256554,3.008333209,27,0.163422883,1.66489079,-0.313616242,2.336377215,5.45865849,0.378254155,1.788038843,1.671215442,0.632144186,0.934663947,0.353540522,2,10.91873099,1
0.38125986,1.428899739,0.714511317,1.468370857,0.09548106,0.357847431,0.178939104,0.367732406,1.027623434,0.259648207,0.81118309,-6.888178055,2.983632327,26,0.151664891,1.707559253,-0.123457207,2.241879773,5.026024916,0.486601402,0.266820582,0.533595272,0.259648207,1.999828001,0.973119108,7,10.0946795,1
0.645918939,0.961420027,0.648459114,1.059657183,0.194820587,0.2899813,0.195586748,0.319611365,1.102179228,0.609554627,0.659261802,-6.847025762,2.88347179,23,0.153044919,1.763039846,0.577246787,2.070101171,4.285318859,0.611951794,0.671838449,0.996082752,0.609554627,1.482622429,0.907293455,5,9.401407454,1
1.58124122,0.723744613,0.618537123,0.712762785,0.434850651,0.199034032,0.170101353,0.196013965,0.984826378,2.218467705,0.309226536,-6.893110372,2.624305214,26,0.104008722,2.704765742,1.015275928,2.972238744,8.834203152,0.867802214,2.184805514,2.556420886,2.218467705,1.170090825,1.015407409,1,6.276034732,1
7.219996259,0.609362795,0.60240532,1.746836026,0.709330947,0.059867052,0.059183512,0.17161849,2.866660126,4.133184884,0.223113542,-6.999139821,1.840186469,22,0.087306028,3.206559386,-1.689996095,4.222585089,17.83022483,0.344855104,11.8484363,11.98527972,4.133184884,1.011549491,0.348838005,1,3.789453945,1
4.10870834,1.387153299,0.347576036,1.197027256,0.583584803,0.197025809,0.049368336,0.170021052,0.862937973,3.432426722,0.217805202,-6.954332237,2.156940365,21,0.089693696,3.017491824,-0.828612442,4.299279217,18.48380179,0.290366016,2.961971358,11.82103459,3.432426722,3.990934806,1.158831841,1,4.749629577,1
0.424999673,0.736843528,0.845966999,2.077827704,0.104022844,0.18034969,0.207058731,0.508568736,2.819903582,0.204540382,1.788389089,-6.883158854,2.983017933,25,0.156541998,1.597183754,2.402782211,2.187832107,4.786609328,0.40714011,0.576784157,0.502383277,0.204540382,0.871007414,0.354622054,14,11.8015026,1
3.161133319,0.959810358,0.73757288,0.955623285,0.543697504,0.16508209,0.126858469,0.164361937,0.995637604,3.307928311,0.231894284,-6.953819543,2.420279915,19,0.081747892,3.052143761,-0.489227369,3.827164634,14.64718914,0.771823889,3.293497817,4.285858937,3.307928311,1.301309178,1.00438151,1,5.128236961,1
6.31596622,0.975766189,0.197488885,0.792546735,0.762635007,0.117821,0.023846223,0.09569777,0.812230167,7.969203511,0.108691144,-6.942504227,2.067401695,20,0.0932419,2.885292496,-1.310027352,3.28886735,10.81664844,0.249182637,6.472827499,31.98137562,7.969203511,4.940866356,1.231178108,1,4.009066168,1
0.971942086,1.273927892,0.30545511,0.945453422,0.277953574,0.364314722,0.087353291,0.270378413,0.742156152,1.028016889,0.420974247,-6.914196121,2.802603656,25,0.135724399,1.960908526,0.826681053,2.062581495,4.254242425,0.323077904,0.762949058,3.18194738,1.028016889,4.170589563,1.347425332,2,9.02275713,1
1.111348129,0.783408154,0.488652163,0.786235335,0.350622406,0.247159683,0.154166271,0.248051639,1.003608824,1.413505701,0.414953281,-6.79027129,2.699743762,20,0.11901273,2.162294768,0.08391081,2.172843814,4.721250242,0.621508778,1.418606794,2.274313333,1.413505701,1.603202059,0.996404153,1,6.931119471,1
0.74239205,0.868182057,0.673432879,1.108332518,0.218843677,0.255924284,0.198515767,0.326716273,1.27661302,0.669827906,0.688159901,-6.854733608,2.938923775,25,0.150780625,1.758546992,-0.256618999,2.114412525,4.470740327,0.607609059,0.855111026,1.102399471,0.669827906,1.2891887,0.783322733,1,9.161460352,1
0.782830977,1.004205143,0.1239915,0.84309601,0.284239592,0.36461876,0.04502031,0.306121338,0.839565517,0.928519371,0.471784538,-6.780523915,2.71299187,26,0.128708651,2.058996905,0.389807521,2.335475395,5.454445319,0.147066881,0.779552846,6.313585812,0.928519371,8.098983726,1.191092273,4,7.892821984,1
3.024464855,1.171996475,0.938253792,0.683544354,0.519822959,0.201434206,0.161260218,0.117482618,0.583230725,4.424679738,0.162885894,-6.978521858,2.584236168,22,0.118129153,2.217823427,-0.003504459,2.392968066,5.726296166,1.372630446,2.580609174,3.223504003,4.424679738,1.24912522,1.714587309,2,5.717580932,1
1.025444523,0.908407789,0.422359234,1.074185209,0.29892884,0.26481129,0.123122561,0.313137309,1.182492293,0.954625436,0.555463932,-6.869348676,2.866113244,23,0.136328075,1.899332462,-0.091568686,2.070208865,4.285764745,0.393190327,1.12883722,2.427896541,0.954625436,2.150794196,0.845671474,1,7.543148001,1
2.024901639,0.412806566,0.21974892,0.683653975,0.606056362,0.123553678,0.06577121,0.204618749,1.656112161,2.961880884,0.28044947,-6.757366922,2.41290592,23,0.140568621,1.854591574,-0.442151,1.906942726,3.636430561,0.321432959,4.905206951,9.214614741,2.961880884,1.878537406,0.603823837,2,5.736308038,1
3.416789541,2.256594323,0.284088632,1.458340289,0.46074377,0.304294942,0.038308496,0.196652792,0.646257182,2.342930225,0.257049465,-6.999885363,2.538145632,20,0.122057828,2.093233425,-0.037469786,2.467250054,6.087322831,0.194802704,1.514135485,12.02719558,2.342930225,7.943275683,1.547371585,2,6.047597287,1
0.58208048,0.428058957,0.307243486,0.914698806,0.260779197,0.191775664,0.137648851,0.409796288,2.136852393,0.636363005,0.905517369,-6.772196867,2.944336671,25,0.126783335,2.066463129,0.830811982,2.295515961,5.269393529,0.335895798,1.359813809,1.894525052,0.636363005,1.393223866,0.467978043,3,9.872407218,1
1.927293865,0.539286366,0.400280168,0.648592605,0.548234854,0.153404516,0.113863041,0.184497589,1.202686821,2.971501447,0.262952162,-6.818514443,2.314059872,23,0.103542594,2.557951947,-0.247655631,2.347930514,5.512777698,0.617151914,3.573785628,4.814862238,2.971501447,1.34727226,0.831471654,1,5.380854159,1
1.689850041,1.277135418,0.96986018,1.325591802,0.321115464,0.24268895,0.184298662,0.251896924,1.037941461,1.274789146,0.446780687,-7.008571986,2.72831782,20,0.13385224,1.847701729,-0.617536147,3.018689146,9.112484158,0.731643164,1.323156508,1.742364596,1.274789146,1.316824265,0.963445472,1,6.630812152,1
2.991036045,2.52412521,0.837320836,2.831263286,0.325688041,0.274847038,0.091174222,0.308290699,1.121680999,1.056431615,0.513360019,-7.159289162,2.762335905,27,0.12809812,1.963810812,-0.131610318,3.770375749,14.21573328,0.295741071,1.184979269,3.572150503,1.056431615,3.014525737,0.891519069,2,9.055635181,1
3.974691302,2.811756781,1.684944798,1.497350805,0.398715367,0.282057285,0.169022783,0.150204565,0.532532122,2.654482362,0.220638364,-7.271304883,2.631357024,21,0.113201979,2.386369943,0.723077465,3.587924694,12.87320361,1.12528393,1.413597125,2.358944522,2.654482362,1.668753056,1.877820996,3,6.075826831,1
6.815064799,0.780634834,0.419872314,1.469812776,0.718480589,0.0822987,0.044265185,0.154955526,1.882842927,4.636689047,0.193505911,-7.117358379,2.019830558,21,0.085329096,3.198088006,-0.68849977,4.479849636,20.06905276,0.285663808,8.730157178,16.2312793,4.636689047,1.859219596,0.531111749,1,4.156916823,1
17.56559464,4.224152167,1.05352657,1.264583522,0.728625307,0.1752189,0.043700549,0.052455244,0.299369784,13.89041874,0.058035714,-7.237306628,1.911391193,10,0.079667937,3.240990136,-0.816689694,4.736929738,22.43850334,0.833101612,4.158371657,16.67313871,13.89041874,4.009535483,3.340350474,3,3.734579098,1
30.40294897,2.568370496,1.341646649,1.082289239,0.858955492,0.072562564,0.037904703,0.030577241,0.4213914,28.09133443,0.032825172,-7.168642702,1.743835628,8,0.05140147,4.711253588,2.010379197,7.102792876,50.44966665,1.239637798,11.83744675,22.66092118,28.09133443,1.914341974,2.37309067,1,2.367932663,1
21.62107584,0.241826726,0.749304369,1.174073426,0.908972547,0.010166647,0.031501536,0.04935927,4.855019316,18.41543754,0.053701626,-6.897284341,1.112970075,3,0.038835327,5.820456527,-1.815664337,8.974135906,80.53511525,0.638209121,89.40730496,28.85486424,18.41543754,0.322734974,0.205972404,1,1.337842836,1
19.25051474,1.119826854,0.940135407,0.80808584,0.870332981,0.050628373,0.042504362,0.036534283,0.721616772,23.82236364,0.039669725,-7.020135852,1.243118394,8,0.039981693,6.001707962,-0.04798198,7.687833799,59.10278853,1.163410321,17.19061716,20.47632139,23.82236364,1.191133582,1.385777103,1,1.940860358,1
4.346218356,0.479029584,0.723118154,1.15832893,0.648041746,0.07142558,0.107820342,0.172712331,2.41807389,3.752145218,0.240055836,-6.97656234,1.863463777,17,0.068577261,3.535471116,2.788167688,4.089381138,16.72303809,0.624277039,9.072964384,6.010384789,3.752145218,0.662449949,0.413552292,1,4.28412221,1
0.837190544,1.166076941,0.892474716,1.162982635,0.206269353,0.287301305,0.219890422,0.286538921,0.997346396,0.719865043,0.58054286,-6.854393742,2.852960334,25,0.12771349,2.079175543,-1.710399483,2.261080581,5.112485396,0.767401584,0.717954806,0.938055196,0.719865043,1.3065658,1.002660664,1,8.605857226,1
4.09101382,0.835788865,0.273532024,0.540015165,0.712676737,0.145598941,0.047650758,0.094073563,0.646114332,7.575738771,0.10960763,-6.883209924,1.957363572,22,0.096231237,2.941774088,-0.725960806,3.372223907,11.37189408,0.50652656,4.894793398,14.95625178,7.575738771,3.055543016,1.547713694,1,4.146829937,1
2.091298796,1.997444857,0.532972916,1.05814823,0.368195172,0.351671198,0.093835493,0.186298137,0.52975091,1.976376028,0.258795444,-6.970407584,2.681278977,24,0.121702812,2.193837849,0.649157953,2.809717644,7.89451324,0.50368455,1.046986998,3.923836906,1.976376028,3.747741769,1.887679628,3,7.194422626,1
1.114347813,0.281061823,1.247682335,2.078824044,0.23599484,0.059522834,0.264232217,0.44025011,7.396323066,0.536047203,1.489758985,-6.836079752,2.795868428,26,0.156364662,1.678131963,-0.435020725,2.368586625,5.610202599,0.6001866,3.964778288,0.893134239,0.536047203,0.225267133,0.135202315,3,11.71857536,1
3.002045138,0.84579796,0.531879033,0.964451794,0.561741661,0.158265425,0.099525023,0.18046789,1.140286262,3.112695892,0.250647381,-6.96539984,2.453870197,25,0.134995714,2.016783014,0.482748611,2.659715717,7.074087693,0.551483274,3.549364365,5.64422538,3.112695892,1.590207372,0.876972768,3,5.894363265,1
1.118283675,1.618583089,0.306018249,1.221848168,0.262216563,0.379527398,0.071755544,0.286500495,0.754887516,0.915239475,0.4464405,-6.906449755,2.748445345,21,0.135802602,1.993131941,1.622896967,2.156651876,4.651147312,0.250455218,0.690902854,3.654303877,0.915239475,5.28917178,1.324700672,3,8.222252336,1
9.781084187,0.23417041,0.582839064,1.416327929,0.81411195,0.019490777,0.048511621,0.117885653,6.048278819,6.905945995,0.141417067,-6.879860074,1.406417419,19,0.079880225,3.240419987,-2.363900453,4.689245673,21.98902498,0.411514206,41.76908689,16.78179243,6.905945995,0.40177542,0.165336293,1,3.456923833,1
14.91029092,0.684631196,1.457851523,2.642774008,0.757038656,0.034760709,0.074019344,0.134181291,3.860142548,5.641909173,0.169463752,-7.097111733,1.484433779,20,0.068528828,3.81931823,-0.408237627,6.602247587,43.5896732,0.551636848,21.77857365,10.22757852,5.641909173,0.469616545,0.259057791,1,3.598899577,1
9.826137191,1.670129697,0.31521512,1.445446513,0.741207677,0.125981648,0.023777387,0.109033289,0.86546962,6.797994323,0.125731816,-7.033274764,1.996625922,18,0.094791939,2.750613525,2.498211204,4.118135839,16.95904279,0.218074565,5.88345756,31.17279779,6.797994323,5.298380667,1.15544206,1,3.615284134,1
0.365878423,0.731622537,0.295290335,1.814789585,0.11406678,0.228091688,0.092060137,0.565781395,2.480499838,0.201609281,1.653565374,-6.813180052,3.041507146,26,0.116464404,2.318052172,-0.875212221,3.076719477,9.46620274,0.162713263,0.500091788,1.239046386,0.201609281,2.477637937,0.403144554,15,12.55877378,1
9.516539057,5.333647963,1.952556947,1.588067429,0.51746162,0.290017001,0.106170245,0.086351135,0.297745078,5.992528328,0.106939221,-7.377143277,2.502626802,15,0.102014755,2.445495602,-0.91699121,4.037837742,16.30413363,1.229517659,1.784245815,4.873885532,5.992528328,2.73162223,3.358577768,2,4.863070674,1
1.280587059,1.742054995,1.331045636,1.79604593,0.208234558,0.283273244,0.216439559,0.292052639,1.03099267,0.713003514,0.59419736,-7.071342541,2.727777519,25,0.111862258,2.253403525,0.804197668,3.773410446,14.2386264,0.741097771,0.735101396,0.962091025,0.713003514,1.308786828,0.969939001,1,7.968997668,1
