Delta Energy,Theta Energy,Alpha Energy,Beta Energy,Delta Relative Power,Theta Relative Power,Alpha Relative Power,Beta Relative Power,Beta-Theta Ratio,Slow-Fast Ratio,Beta-Delta Theta Ratio,Spectral Slope,Entropy,SEF95,Hjorth Mobility,Hjorth Complexity,Mean,Standard Deviation,Variance,Alpha-Beta Ratio,Delta-Theta Ratio,Delta-Alpha Ratio,Delta-Beta Ratio,Theta-Alpha Ratio,Theta-Beta Ratio,Peak Frequency,Spectral Centroid,label
0.088788133,2.582154192,1.19080067,0.573716062,0.0200178,0.582161656,0.268472926,0.129347618,0.222185052,0.154759713,0.214799121,-6.672234005,2.493505815,18,0.131061437,1.678112186,0.206799151,2.171290002,4.714500274,2.07559235,0.034385295,0.074561709,0.154759713,2.168418491,4.500752832,6,7.933374593,0
2.55076785,0.687023777,1.283276159,0.850402271,0.474873326,0.127902375,0.23890595,0.158318349,1.237806171,2.999483818,0.262648857,-6.774132806,2.421753586,18,0.109299857,1.983951578,-0.214900764,2.382481349,5.676217377,1.509022498,3.712779579,1.987699867,2.999483818,0.535367054,0.80788093,3,6.331453662,0
1.651694045,1.073449854,0.965623392,0.529347383,0.391386058,0.254365091,0.228814491,0.12543436,0.493127258,3.120245985,0.194245663,-6.971007726,2.721426349,23,0.111878701,2.220077952,-0.047765729,2.474810814,6.124688565,1.824177136,1.538678346,1.710495063,3.120245985,1.11166513,2.027874113,1,6.307366707,0
0.425305956,0.874491032,0.319899734,1.166386665,0.152653706,0.313878269,0.114820589,0.418647436,1.333789167,0.364635475,0.897360647,-6.729681639,2.914388151,24,0.160087736,1.617502227,0.223584985,1.95901493,3.837739494,0.274265596,0.486346846,1.329497683,0.364635475,2.733641006,0.749743681,3,10.76656929,0
0.477617507,0.469108623,0.24823983,1.393184724,0.184540069,0.181252439,0.095913979,0.538293513,2.969855285,0.342824249,1.471581569,-6.576771622,2.838622973,21,0.154964,1.566384977,0.043057237,1.797026204,3.229303178,0.178181562,1.018138409,1.92401641,0.342824249,1.889739542,0.336716743,7,11.01136197,0
0.445824462,0.603221508,0.141646567,0.765870179,0.227861064,0.308306758,0.072395618,0.39143656,1.269633409,0.582114925,0.730063507,-6.534959438,2.807382949,23,0.154231682,1.597749889,-0.010246865,1.668207061,2.782914797,0.184948535,0.739072557,3.147442755,0.582114925,4.25863838,0.787628927,5,9.575375575,0
0.945320914,2.354287258,0.999248671,0.830559807,0.184294039,0.458977583,0.194807468,0.161920909,0.352786094,1.138173202,0.251714677,-6.790620737,2.752407026,24,0.143364121,1.769246535,-0.072511818,2.020474469,4.082317079,1.20310261,0.401531678,0.946031695,1.138173202,2.356057431,2.834578846,6,7.426195724,0
1.167108529,0.254132292,0.475032247,0.850618633,0.424883343,0.092516313,0.172934465,0.309665879,3.34714895,1.37207026,0.598504223,-6.757015222,2.830539208,23,0.119054226,2.191841691,-0.132427087,2.140877521,4.583356558,0.558455022,4.59252353,2.45690379,1.37207026,0.534979032,0.298761727,1,7.496744006,0
0.79939965,0.559936917,0.096278914,0.70527105,0.369940596,0.259123702,0.044555284,0.326380418,1.259554475,1.133464432,0.518834751,-6.715757703,2.762263214,25,0.136509899,1.866561927,-0.039291341,2.007286274,4.029198185,0.13651335,1.427660198,8.302956702,1.133464432,5.815779352,0.793931521,1,7.429891569,0
0.661208948,1.322853689,0.636687914,1.550057393,0.158532581,0.317169648,0.152653376,0.371644394,1.171752708,0.426570623,0.781254263,-6.789729981,2.92110422,21,0.153353529,1.609118113,0.280706339,1.949108738,3.799024873,0.410751187,0.499835283,1.038513428,0.426570623,2.077711323,0.853422393,7,10.07027833,0
0.830532531,0.943469843,0.121243997,0.793596796,0.308880987,0.350883181,0.04509151,0.295144323,0.841146967,1.046542192,0.447348216,-6.550730954,2.64557863,22,0.139121911,1.753048914,-0.222550922,1.934251537,3.741329009,0.152777831,0.88029579,6.850091954,1.046542192,7.781579815,1.188852887,6,7.983900484,0
0.997526028,1.559035799,0.5296587,0.729978308,0.261392572,0.408531071,0.138792218,0.191284139,0.468224212,1.366514617,0.285531255,-6.743360514,2.679086179,23,0.137607808,1.828905246,-0.293168716,1.962509411,3.85144319,0.725581424,0.63983523,1.88333738,1.366514617,2.943472464,2.13572894,4,7.058282995,0
0.508637654,0.383412417,1.036339107,1.103735448,0.167749587,0.126450085,0.341786448,0.364013879,2.878715967,0.460832942,1.237302124,-6.670889681,2.927902614,26,0.146927259,1.765618545,0.44943351,2.090729202,4.371148594,0.938937957,1.326607148,0.490802335,0.460832942,0.369968107,0.347377099,3,10.62297674,0
0.611479597,0.520873483,1.275892904,0.918846836,0.183787958,0.15655514,0.383485816,0.276171086,1.764049938,0.665485882,0.811449054,-6.688988847,2.740979695,24,0.132770356,1.897309082,0.103499518,2.22855163,4.966442369,1.388580615,1.173950329,0.47925621,0.665485882,0.408242323,0.566877376,8,9.566381093,0
0.901956147,1.405436649,0.611014701,0.382565943,0.273239444,0.425764301,0.185101368,0.115894887,0.272204331,2.357648828,0.165800094,-6.697012068,2.545580049,15,0.117493956,2.039096704,-0.178901411,2.003229939,4.01293019,1.597148706,0.641762222,1.476161124,2.357648828,2.300168306,3.673710832,3,6.276863866,0
0.404591274,0.582927732,0.350447695,0.724611397,0.196158038,0.282620926,0.1699076,0.351313435,1.243055283,0.55835621,0.733769571,-6.631077676,2.846909187,22,0.135394015,1.846052361,-0.02171503,1.778001305,3.161288642,0.483635361,0.694067637,1.154498317,0.55835621,1.663380132,0.80446945,1,8.423915587,0
0.243212266,0.402146863,0.446116004,0.772744154,0.130463335,0.215718648,0.239304467,0.41451355,1.921547138,0.31473841,1.19738626,-6.501084189,2.836354783,23,0.141528495,1.78865858,-0.08614939,1.814923889,3.293948722,0.57731398,0.60478469,0.545177183,0.31473841,0.901440119,0.520413983,1,9.795290652,0
1.713528154,0.568118299,0.428171986,0.629603352,0.513121211,0.170124751,0.128217402,0.188536636,1.108225792,2.721599477,0.275942555,-6.70029843,2.574947813,21,0.117440305,2.069595256,0.075491049,1.830145784,3.349433592,0.680066243,3.016146736,4.001962317,2.721599477,1.326846028,0.902343193,1,5.831988985,0
0.350910114,0.780520326,0.276283532,0.286098758,0.20717173,0.460806742,0.163113387,0.16890814,0.366548761,1.226534909,0.252864646,-6.47496926,2.578541029,21,0.114887104,2.077927723,0.139646784,1.835233299,3.368081263,0.965692874,0.449584851,1.270108688,1.226534909,2.825070029,2.728149996,5,7.495251645,0
0.910928534,1.078760356,0.716770821,1.08234498,0.240426364,0.284723137,0.189181254,0.285669246,1.00332291,0.841624945,0.543976993,-6.801492155,2.916443221,20,0.112814788,1.955009876,-0.097569611,2.289662122,5.242552634,0.662238782,0.844421589,1.270878372,0.841624945,1.50502828,0.996688095,1,7.62369193,0
0.855249445,1.023464149,0.748149682,0.516014567,0.272123031,0.325645539,0.238046058,0.164185372,0.504184311,1.657413376,0.274663774,-6.703536715,2.729895656,18,0.10460108,2.158869184,0.091166713,2.254444919,5.082521892,1.449861554,0.835641821,1.143152856,1.657413376,1.367993831,1.983401662,6,7.363320143,0
0.193472159,2.307371258,0.194114822,0.355097515,0.063432335,0.756501338,0.063643041,0.116423287,0.153897,0.544842335,0.141991103,-6.539796946,2.190892794,18,0.127228889,1.943835259,0.153771137,1.794431724,3.219985213,0.546652155,0.083849601,0.996689266,0.544842335,11.88663098,6.497852446,5,6.878910788,0
0.197455248,2.012695333,0.717372679,2.283864206,0.03788919,0.386211032,0.137654835,0.438244944,1.13472922,0.08645665,1.033352309,-6.795597583,2.665229286,20,0.130669268,1.631483818,-0.253066117,2.248502681,5.055764309,0.314104787,0.098104887,0.275247795,0.08645665,2.805648154,0.881267515,6,10.4338537,0
0.533607531,2.386490805,0.718383602,0.985654773,0.115396141,0.516094345,0.155355182,0.213154332,0.413014276,0.541373659,0.337541637,-6.827383322,2.676627062,20,0.118249411,1.729081561,0.228891599,2.533750649,6.419892349,0.728838962,0.22359505,0.742789131,0.541373659,3.32202851,2.421223811,6,7.810163673,0
1.663464242,0.393726376,0.942112601,0.599012753,0.462289653,0.109419623,0.261820421,0.166470304,1.521393508,2.777009727,0.291179995,-6.744555872,2.577578167,20,0.122110093,2.037531569,0.1647605,2.202411718,4.850617374,1.572775532,4.224924571,1.765674548,2.777009727,0.417918597,0.657292143,1,6.554139161,0
0.662316545,0.254706461,0.178986207,0.749415001,0.358896637,0.138020548,0.096989194,0.406093621,2.942269299,0.883778072,0.817225954,-6.532702638,2.824621647,28,0.150414921,1.768397634,-0.530917727,1.819501815,3.310586855,0.238834566,2.600313087,3.700377568,0.883778072,1.42305078,0.339873716,1,9.690035392,0
0.563805988,0.673793252,1.224788295,1.035696755,0.161175644,0.192617786,0.350131156,0.296075414,1.537113576,0.544373617,0.836859559,-6.699506867,2.846952024,20,0.151374324,1.444337349,-0.046338957,2.064189818,4.260879604,1.182574233,0.836764077,0.460329341,0.544373617,0.550130381,0.650570014,7,9.50276372,0
0.233602718,0.294597927,2.741265562,1.58783798,0.04809308,0.0606505,0.564359459,0.326896961,5.389847765,0.147119997,3.006126542,-6.706170342,2.693049914,22,0.15382021,1.435677406,0.397436849,1.967633661,3.871582225,1.726413902,0.792954385,0.085217106,0.147119997,0.107467854,0.185533997,11,11.58949187,0
1.124255727,1.31877815,0.356478593,0.541558501,0.336495614,0.394717191,0.106695906,0.162091289,0.410651709,2.075963585,0.221674577,-6.665685671,2.644405267,22,0.134541457,1.937467233,0.076072161,1.966600376,3.86751704,0.65824577,0.852497994,3.153781882,2.075963585,3.699459595,2.435153631,1,6.052376664,0
2.232100566,2.711604285,0.117692608,0.770430813,0.382744563,0.464966415,0.020181083,0.132107939,0.284123615,2.897210923,0.155840779,-6.768172222,2.265891712,23,0.096268258,2.546971196,-0.341622279,2.885496338,8.326089119,0.152762073,0.823166042,18.96551202,2.897210923,23.03971624,3.519594804,3,5.504732417,0
1.890987519,1.980393857,0.497071102,0.845437288,0.362682681,0.379830404,0.095335944,0.162150971,0.426903611,2.23669756,0.218381298,-6.855329185,2.545335213,20,0.10231012,2.310206592,-0.078682526,2.692840183,7.251388249,0.587945562,0.954854264,3.804259618,2.23669756,3.984125914,2.34244915,3,6.417657907,0
0.069278124,0.352186835,0.232753974,0.863386092,0.045649641,0.23206752,0.153369269,0.56891357,2.451500189,0.080240028,2.048535883,-6.459826957,3.089749502,25,0.175022396,1.507708438,0.269140669,1.500127434,2.250382318,0.269582723,0.196708444,0.297645292,0.080240028,1.513129203,0.407913491,6,13.42143956,0
0.556848983,0.324571594,0.604536294,0.952112816,0.228397484,0.133126463,0.247956938,0.390519115,2.933444677,0.584856094,1.080202619,-6.657514622,2.991327961,27,0.166825132,1.616277332,-0.009631078,1.587039671,2.518694918,0.634941872,1.715642996,0.921117538,0.584856094,0.53689348,0.340896151,2,10.61515553,0
0.21477236,0.931116048,0.261534996,0.620416591,0.105911887,0.459166429,0.128972205,0.30594948,0.666315002,0.34617443,0.541428456,-6.561592352,2.807438436,23,0.158513891,1.625805941,-0.216709773,1.560437507,2.434965212,0.421547392,0.230661216,0.821199317,0.34617443,3.560196774,1.500791664,5,9.697998662,0
0.481381545,1.601631302,0.122554441,0.655372494,0.168259936,0.559826988,0.042837127,0.229075949,0.409190613,0.734515941,0.314627198,-6.642766568,2.638107922,22,0.139717771,1.827711492,0.109258173,1.740330735,3.028751067,0.186999672,0.300557028,3.927899632,0.734515941,13.06873325,2.443848827,7,8.098125266,0
0.328106618,0.697825026,1.121885114,0.762633088,0.112733988,0.23976535,0.385467943,0.26203272,1.092871508,0.430228669,0.743356629,-6.677584342,2.836742355,23,0.138434231,1.837617143,0.112377392,2.025588706,4.103009606,1.471067977,0.470184654,0.292460087,0.430228669,0.622011128,0.915020652,8,9.508151295,0
1.096912289,1.455465961,0.31394991,1.202481198,0.269590485,0.35771299,0.077160143,0.295536382,0.826182975,0.912207434,0.471121864,-6.779534071,2.767676408,21,0.133691174,1.889341176,0.156377772,1.999435067,3.997740587,0.261085089,0.753650252,3.493908589,0.912207434,4.635981452,1.210385629,6,8.550438037,0
0.541849733,0.683812154,0.28504184,0.42214901,0.280336791,0.353783887,0.147472094,0.218407229,0.617346456,1.283550879,0.344425338,-6.634254837,2.767942762,24,0.117015957,2.200787579,-0.02850465,1.988574018,3.954426625,0.675216176,0.792395587,1.900948059,1.283550879,2.398988701,1.619835977,1,7.341236544,0
0.753396717,1.579783233,0.625468308,0.645245003,0.209050785,0.438354612,0.173553505,0.179041097,0.408438949,1.167613408,0.276551752,-6.683627885,2.412551139,22,0.124395366,1.918361469,-0.284365716,1.877997813,3.526875786,0.969350099,0.476898793,1.2045322,1.167613408,2.52576064,2.448346328,4,6.851606152,0
0.082291366,1.887346881,0.617188818,0.284630784,0.028658392,0.657278282,0.214939188,0.099124138,0.150810001,0.289116182,0.144509168,-6.522787364,2.248542708,14,0.113331525,1.920062015,-0.177481668,2.682847808,7.197672361,2.168383929,0.043601612,0.133332561,0.289116182,3.057973224,6.630859993,7,7.628651124,0
7.475431566,3.223767424,1.429014011,1.900713841,0.532858404,0.2297943,0.101861962,0.135485334,0.589593972,3.93296003,0.177650107,-7.079992355,2.557722794,20,0.09742039,2.366751936,0.143978433,3.235065343,10.46564777,0.75183017,2.318849527,5.231181438,3.93296003,2.255938291,1.696082469,2,5.297733926,0
0.494581843,1.424537638,0.690683875,0.813511603,0.144474537,0.416128126,0.201758787,0.23763855,0.571070628,0.607959175,0.423898361,-6.693775155,2.625935608,19,0.106599355,2.217365373,0.176019038,2.65088048,7.027167321,0.849015396,0.347187627,0.71607556,0.607959175,2.062503106,1.75109689,7,7.695867303,0
0.663500318,0.336097385,1.016016803,0.571730282,0.256440626,0.129900501,0.392687054,0.220971818,1.701085185,1.160512813,0.57196038,-6.653645277,2.833265695,22,0.133927473,1.773319926,-0.342071427,1.91521078,3.668032331,1.777091112,1.974131154,0.653040694,1.160512813,0.330799042,0.587860037,3,8.668133483,0
0.610744699,0.357479393,0.641264881,0.911720693,0.242242725,0.14178884,0.254348097,0.361620339,2.550414683,0.669881361,0.94164223,-6.635561191,2.792360173,22,0.11635311,2.093870062,0.16212826,2.052352806,4.21215204,0.703356725,1.708475259,0.952406279,0.669881361,0.557459802,0.3920931,1,8.165044929,0
0.622600246,0.519809774,0.872890271,0.529917873,0.24461567,0.204229948,0.342953026,0.208201356,1.019445764,1.174899505,0.463859615,-6.682771932,2.872102528,22,0.133989718,1.797518138,0.241957238,1.945700828,3.785751711,1.647218023,1.197746323,0.7132629,1.174899505,0.595504145,0.980925161,1,7.997873351,0
0.240742725,0.549349479,0.12779223,1.041257112,0.122881741,0.280403159,0.065228686,0.531486413,1.895436605,0.231203919,1.317893161,-6.585212152,2.919664435,26,0.151584274,1.593510926,-0.090551974,1.72413761,2.972650497,0.122728794,0.438232371,1.883860432,0.231203919,4.298770602,0.527582931,4,11.00493154,0
0.609058831,0.745196315,0.565719076,1.376279661,0.184773034,0.226073701,0.171624849,0.417528416,1.846868581,0.442540022,1.016263194,-6.767032635,2.859438253,22,0.146154937,1.604808156,-0.137445657,1.942108934,3.771787111,0.411049507,0.817313262,1.076610031,0.442540022,1.31725506,0.541457043,7,9.351213147,0
0.061011086,0.097509235,0.597304502,1.571267649,0.026217732,0.041901745,0.256674158,0.675206365,16.11403935,0.038829213,9.912089741,-6.568807059,3.068545648,23,0.160454857,1.494608383,0.024204799,1.813674367,3.28941471,0.380141793,0.625695466,0.102144025,0.038829213,0.163248786,0.062057686,16,14.66430444,0
0.417498868,0.206857337,0.385216049,0.777442827,0.23362918,0.115755787,0.215563961,0.435051072,3.75835269,0.537015525,1.24519116,-6.638711786,2.935622307,27,0.162786385,1.487590955,0.320603112,1.64576765,2.708551156,0.495491161,2.018293744,1.083804449,0.537015525,0.536990442,0.266074018,12,10.94149196,0
0.932225115,1.208772368,0.251366814,0.927012113,0.280843448,0.364156462,0.075727119,0.279272971,0.766903792,1.005623446,0.432981412,-6.639558846,2.666918383,21,0.134130013,1.822208026,-0.283067374,1.967787861,3.872189066,0.271158068,0.771216434,3.708624463,1.005623446,4.808798542,1.303944524,7,8.432794824,0
0.447782142,0.670816294,1.081809018,1.372728857,0.125319076,0.187738792,0.302761754,0.384180378,2.046355864,0.326198535,1.227186462,-6.753152497,2.999099373,26,0.123252561,1.909112891,-0.344342254,2.553107711,6.518358983,0.788071885,0.667518285,0.413919772,0.326198535,0.620087541,0.488673557,9,11.01094539,0
3.006520342,2.639191344,1.353871358,0.777026825,0.386610669,0.339375562,0.174095317,0.099918453,0.294418526,3.869261965,0.137631333,-6.819931242,2.533734666,16,0.10931909,2.048148925,0.075533255,2.88947199,8.349048381,1.742374026,1.139182405,2.22068391,3.869261965,1.949366406,3.396525394,2,5.353810397,0
2.738493116,0.972429626,0.808468657,1.003391029,0.495853884,0.176076034,0.146387925,0.181682158,1.031839222,2.729238191,0.270388553,-6.843022152,2.602575478,19,0.115514375,1.911727035,0.368383329,2.474455333,6.122929195,0.805736382,2.816135013,3.387259471,2.729238191,1.20280436,0.969143233,2,6.12432762,0
0.467441969,0.656911155,0.31425878,1.068543129,0.186443185,0.262014573,0.125344774,0.426197469,1.626617421,0.437457278,0.950362574,-6.608097379,2.801494068,20,0.138064535,1.625113009,-0.116241321,1.906212738,3.633647004,0.29410023,0.71157563,1.487442828,0.437457278,2.090350998,0.61477271,14,8.763366127,0
1.483564539,1.027886634,1.305677195,0.896926704,0.314710905,0.218047227,0.27697538,0.190266488,0.872593021,1.654053261,0.357134836,-6.62600186,2.618097251,17,0.13441324,1.729659072,-0.239256774,1.877988764,3.526841796,1.455723405,1.443315332,1.136241442,1.654053261,0.787244074,1.146009624,3,7.108760979,0
0.103643195,1.106720604,0.523421211,1.380965543,0.033274958,0.355315967,0.168045948,0.443363127,1.247799615,0.075051253,1.140950799,-6.636748199,2.889144412,25,0.14087401,1.668521605,0.322221016,2.086671788,4.35419915,0.37902554,0.093648925,0.198011072,0.075051253,2.1143977,0.80141073,6,11.88974331,0
0.591918607,0.373668094,0.614607563,0.70768279,0.258719587,0.163325251,0.268636622,0.30931854,1.893880695,0.836417976,0.73290445,-6.687024293,2.860225301,21,0.13705887,1.665178767,-0.034819611,2.192950814,4.809033274,0.86847889,1.584075858,0.963083831,0.836417976,0.607978353,0.528016365,1,8.193653894,0
0.801708631,1.032427286,0.896651763,0.617954616,0.23940589,0.308302997,0.267757768,0.184533345,0.598545413,1.29735843,0.33691866,-6.645218778,2.713271144,22,0.137665398,1.740854253,-0.137776939,2.018261274,4.07337857,1.450999376,0.776527937,0.894113706,1.29735843,1.151425034,1.670717006,1,7.499413558,0
0.086967871,0.697212177,0.736648647,0.842444382,0.036799755,0.295019727,0.311706952,0.356473566,1.208304171,0.103232775,1.074299689,-6.696025408,2.916014361,25,0.161820932,1.565442901,0.208850474,1.716917196,2.947804657,0.874418137,0.124736592,0.118058821,0.103232775,0.946465021,0.82760618,8,11.43306206,0
0.274576407,0.644963982,0.91154734,0.792689979,0.104649264,0.245815025,0.3474179,0.302117811,1.229045344,0.346385617,0.862050203,-6.732706222,3.007884872,23,0.148275396,1.701633448,-0.02073937,1.84140738,3.39078114,1.149941799,0.425723629,0.301220129,0.346385617,0.707548531,0.813639631,10,10.14874486,0
1.265605292,0.517832221,0.42574078,0.668224705,0.439842905,0.179965136,0.147960081,0.232231879,1.290427049,1.893981594,0.374683554,-6.741383586,2.720441001,22,0.126513985,1.999872486,-0.09045429,1.804603842,3.256595027,0.637122178,2.444045079,2.972713334,1.893981594,1.216308717,0.774937259,2,7.082073616,0
0.164458668,0.458471412,0.358867167,0.389135014,0.119961192,0.334423096,0.261768708,0.283847003,0.848766148,0.422626241,0.624684899,-6.450754022,2.763191889,21,0.132442149,1.755830499,0.020934705,1.492228482,2.226745843,0.922217622,0.358710846,0.458271704,0.422626241,1.277551845,1.178180825,8,9.392013305,0
0.230985312,0.951968163,0.479733129,0.660685323,0.099418139,0.409735588,0.206481418,0.284364856,0.694020398,0.349614717,0.558504909,-6.630410306,2.842484023,26,0.142936201,1.636629973,-0.154176332,1.758565956,3.09255422,0.726114403,0.242639745,0.481487098,0.349614717,1.984370276,1.440879839,6,9.513613128,0
0.486785262,0.512710983,1.54726251,0.733252214,0.148409645,0.156313801,0.471724797,0.223551757,1.430147272,0.66387152,0.73362178,-6.734591399,2.859096268,25,0.125596403,1.88975608,0.104038748,2.116254672,4.478533839,2.11013684,0.949434043,0.314610649,0.66387152,0.331366513,0.699228687,11,9.960967687,0
0.838215186,1.253444518,0.910579689,0.502930138,0.239136846,0.357598828,0.259781925,0.1434824,0.401238452,1.666663267,0.240445488,-6.698562271,2.399047299,20,0.120374076,1.948553085,0.368007763,2.338949241,5.47068355,1.810549062,0.668729389,0.920529193,1.666663267,1.376534676,2.492283567,3,7.282360077,0
1.484811189,0.919304798,0.933767161,0.705820657,0.367190888,0.227342269,0.230918783,0.174548061,0.76777654,2.103666384,0.293588438,-6.799823832,2.619576784,21,0.119259794,1.988672856,-0.389525571,2.436034323,5.934263225,1.322952441,1.615145697,1.590130014,2.103666384,0.98451181,1.302462303,2,7.352173313,0
0.238644841,1.857155274,0.458875331,0.7577142,0.072046126,0.560669327,0.138533017,0.22875153,0.407997226,0.314953635,0.361539345,-6.680495351,2.630344995,23,0.111268292,2.166963189,-0.06662301,2.327421395,5.416890351,0.605604766,0.128500209,0.520064656,0.314953635,4.047189177,2.450997055,4,8.324726107,0
1.297611589,0.382864818,0.866960107,0.821918674,0.385121638,0.11363148,0.257307425,0.243939457,2.146759468,1.578759104,0.489098609,-6.662272176,2.704773047,22,0.122791036,1.956292933,0.887008347,2.109749669,4.451043666,1.054800353,3.389216054,1.496737367,1.578759104,0.441617573,0.465818372,2,7.853500884,0
11.1389848,8.37931013,1.447691706,1.830621684,0.488624652,0.367568281,0.063504697,0.08030237,0.21846926,6.08480982,0.093790041,-7.157444494,2.393262796,13,0.08432226,2.366906164,-0.552377159,4.665963084,21.7712115,0.790819709,1.329343899,7.694307254,6.08480982,5.788048721,4.577303002,2,4.686259942,0
2.544521197,1.383078665,0.849315913,2.737467493,0.338620098,0.184057509,0.113025365,0.364297028,1.97925654,0.929516498,0.696982277,-6.964707723,2.617815657,22,0.089938995,2.238266771,-0.289589251,4.783056417,22.87762869,0.310256073,1.839751607,2.995965526,0.929516498,1.62846197,0.505240215,1,7.005117671,0
1.73251334,1.068237489,0.453173949,1.30633707,0.37991532,0.234249156,0.099374546,0.286460978,1.222890118,1.3262376,0.46642388,-6.711121649,2.684731334,20,0.124891602,1.782787897,0.451918258,2.386864461,5.697121956,0.346904302,1.621842855,3.823064729,1.3262376,2.357234991,0.817734958,1,6.849614817,0
0.659816855,0.74982935,0.141039644,0.735110768,0.288659477,0.328038525,0.061702622,0.321599377,0.980370759,0.897574737,0.521486005,-6.571266856,2.821201124,20,0.122381377,1.903726426,-0.168626214,1.900354288,3.611346419,0.191861757,0.879956026,4.67823683,0.897574737,5.31644388,1.020022263,7,7.831084463,0
1.536347893,0.86080715,0.590104104,0.742402288,0.411926905,0.230800346,0.158219215,0.199053534,0.862449026,2.069427745,0.309701406,-6.755503211,2.720720597,21,0.11789301,1.996947516,-0.123961599,2.129625012,4.535302691,0.794857605,1.784775943,2.603520094,2.069427745,1.458737778,1.159488816,2,7.163908169,0
1.191597376,1.490016474,1.174874965,1.099480053,0.240436816,0.300650895,0.23706262,0.221849669,0.737897918,1.083782623,0.410006852,-6.867413348,2.835491001,19,0.107943983,2.036135319,-0.438780282,2.420629357,5.859446483,1.068573242,0.799720941,1.014233354,1.083782623,1.268234083,1.355201005,1,7.632273399,0
2.916453577,1.451106087,0.514320087,0.498295973,0.542074037,0.269713512,0.095595407,0.092617044,0.34339045,5.852854,0.11409025,-6.846388657,2.085500885,12,0.07333147,2.7919175,0.653314527,4.890432646,23.91633147,1.032157824,2.00981417,5.670502961,5.852854,2.821406598,2.912136896,1,3.373582297,0
16.84614809,6.610121407,1.093066819,1.385928613,0.649546019,0.254870017,0.042145967,0.053437997,0.209667649,12.15513406,0.059085636,-7.148218098,2.212357341,12,0.069076275,3.084631269,0.298818007,4.918467235,24.19131994,0.788689121,2.548538378,15.4118191,12.15513406,6.047316861,4.769453019,1,3.597891505,0
0.351163486,0.24181059,1.277174756,0.24730757,0.165842133,0.114198616,0.603164606,0.116794646,1.022732586,1.419946368,0.417063039,-6.461439471,2.405056049,22,0.10544671,2.243068427,-0.863561912,2.009831525,4.03942276,5.164317274,1.45222542,0.274953356,1.419946368,0.189332422,0.977772699,9,7.141441052,0
0.374520228,0.672889086,0.815399883,0.312192217,0.172193096,0.309374091,0.374896254,0.143536558,0.463957914,1.199646269,0.298061334,-6.574878936,2.687227409,23,0.112196844,1.98338804,0.523362832,2.078259432,4.319162265,2.611852056,0.556585381,0.45930866,1.199646269,0.825225879,2.155367909,11,8.093372104,0
1.424619692,2.976087556,1.728089361,1.042162918,0.198665142,0.415019433,0.240984398,0.145331028,0.35017885,1.366983671,0.236817143,-6.886160221,2.635689226,19,0.097743004,2.121221561,-0.156467007,3.228945,10.42608581,1.65817583,0.47868877,0.82439006,1.366983671,1.72218383,2.855683602,1,6.629284602,0
3.342081597,0.638589547,1.111134649,1.23026908,0.528636826,0.101009488,0.175754744,0.194598942,1.926541212,2.716545228,0.309060717,-6.730641012,2.409873762,18,0.101259509,2.072400886,-0.52392116,3.024403965,9.147019345,0.903163923,5.233536336,3.007809721,2.716545228,0.574718418,0.519064941,1,5.88332449,0
0.787117957,0.333008485,0.453555179,0.478126606,0.383621601,0.162300005,0.221051448,0.233026947,1.435779052,1.646254248,0.426850567,-6.556800016,2.732263092,18,0.110621907,2.041016542,0.33650302,1.896075929,3.595103928,0.948608953,2.363657365,1.735440345,1.646254248,0.734218238,0.696485994,3,6.825104249,0
0.695680043,0.986803987,0.461244154,1.126729932,0.21271639,0.301732648,0.1410335,0.344517463,1.141797102,0.617432823,0.669682394,-6.790783951,2.984672553,24,0.130760833,1.871083998,0.085905957,2.003735215,4.014954812,0.409365315,0.704983008,1.508268532,0.617432823,2.139439555,0.875812347,5,9.276204581,0
0.236822179,0.359206329,0.390960655,0.54410174,0.154675453,0.234608101,0.255347775,0.355368671,1.514733165,0.435253487,0.912878717,-6.591830041,2.86794068,21,0.160998485,1.545941126,0.154736665,1.590174518,2.528654997,0.718543292,0.659292891,0.605744277,0.435253487,0.918778717,0.660182284,12,10.18476285,0
1.573873693,2.090321151,0.501249074,0.629472491,0.328237984,0.435945275,0.104537604,0.131279138,0.301136737,2.500305756,0.171790125,-6.746203589,2.583149309,18,0.116798671,2.091345627,-0.544324446,2.219185947,4.924786265,0.796300205,0.752933918,3.139903446,2.500305756,4.170224468,3.320750597,4,5.994722292,0
4.247099191,1.242027779,0.175961303,0.962167407,0.640853378,0.187412081,0.026551157,0.145183384,0.774674628,4.414095882,0.175286054,-6.74778257,2.157943324,18,0.090611085,2.746778614,0.339262162,3.210828995,10.30942284,0.182880133,3.419488084,24.13655229,4.414095882,7.05852797,1.290864531,1,4.186595877,0
2.158021734,1.263837175,0.172725085,0.711017463,0.501212608,0.293533247,0.040116366,0.165137779,0.562586286,3.035117766,0.207786902,-6.727822072,2.336076845,19,0.081275104,2.956380522,0.381467219,2.854103713,8.145908007,0.242926643,1.707515633,12.49396827,3.035117766,7.317044736,1.777505112,1,4.624259693,0
0.081565903,1.581645004,0.533083595,0.638319894,0.028774955,0.557975366,0.188062121,0.225187558,0.403579749,0.127782173,0.383787703,-6.590408005,2.578756184,25,0.123013843,1.964573071,-0.388123736,2.148662739,4.616751564,0.835135486,0.051570297,0.153007715,0.127782173,2.966973697,2.477825021,6,9.174851622,0
